simSteps Time(ms) Input(Iapp) Output(V_axon)
118030 5.902 0.000 -50.08843926
118031 5.902 0.000 -50.08852747
118032 5.902 0.000 -50.08868369
118033 5.902 0.000 -50.08890777
118034 5.902 0.000 -50.08919957
118035 5.902 0.000 -50.08955892
118036 5.902 0.000 -50.08998568
118037 5.902 0.000 -50.09047968
118038 5.902 0.000 -50.09104079
118039 5.902 0.000 -50.09166883
118040 5.902 0.000 -50.09236366
118041 5.902 0.000 -50.09312512
118042 5.902 0.000 -50.09395306
118043 5.902 0.000 -50.09484732
118044 5.902 0.000 -50.09580774
118045 5.902 0.000 -50.09683417
118046 5.902 0.000 -50.09792645
118047 5.902 0.000 -50.09908443
118048 5.902 0.000 -50.10030794
118049 5.902 0.000 -50.10159683
118050 5.902 0.000 -50.10295095
118051 5.903 0.000 -50.10437013
118052 5.903 0.000 -50.10585421
118053 5.903 0.000 -50.10740305
118054 5.903 0.000 -50.10901648
118055 5.903 0.000 -50.11069434
118056 5.903 0.000 -50.11243647
118057 5.903 0.000 -50.11424272
118058 5.903 0.000 -50.11611292
118059 5.903 0.000 -50.11804692
118060 5.903 0.000 -50.12004456
118061 5.903 0.000 -50.12210568
118062 5.903 0.000 -50.12423012
118063 5.903 0.000 -50.12641773
118064 5.903 0.000 -50.12866833
118065 5.903 0.000 -50.13098178
118066 5.903 0.000 -50.13335791
118067 5.903 0.000 -50.13579656
118068 5.903 0.000 -50.13829758
118069 5.903 0.000 -50.14086080
118070 5.904 0.000 -50.14348607
118071 5.904 0.000 -50.14617323
118072 5.904 0.000 -50.14892211
118073 5.904 0.000 -50.15173256
118074 5.904 0.000 -50.15460442
118075 5.904 0.000 -50.15753753
118076 5.904 0.000 -50.16053173
118077 5.904 0.000 -50.16358685
118078 5.904 0.000 -50.16670275
118079 5.904 0.000 -50.16987926
118080 5.904 0.000 -50.17311622
118081 5.904 0.000 -50.17641348
118082 5.904 0.000 -50.17977087
118083 5.904 0.000 -50.18318824
118084 5.904 0.000 -50.18666542
118085 5.904 0.000 -50.19020226
118086 5.904 0.000 -50.19379860
118087 5.904 0.000 -50.19745429
118088 5.904 0.000 -50.20116915
118089 5.904 0.000 -50.20494305
118090 5.904 0.000 -50.20877580
118091 5.905 0.000 -50.21266727
118092 5.905 0.000 -50.21661729
118093 5.905 0.000 -50.22062570
118094 5.905 0.000 -50.22469235
118095 5.905 0.000 -50.22881708
118096 5.905 0.000 -50.23299973
118097 5.905 0.000 -50.23724014
118098 5.905 0.000 -50.24153816
118099 5.905 0.000 -50.24589364
118100 5.905 0.000 -50.25030640
118101 5.905 0.000 -50.25477631
118102 5.905 0.000 -50.25930320
118103 5.905 0.000 -50.26388691
118104 5.905 0.000 -50.26852730
118105 5.905 0.000 -50.27322420
118106 5.905 0.000 -50.27797746
118107 5.905 0.000 -50.28278693
118108 5.905 0.000 -50.28765244
118109 5.905 0.000 -50.29257386
118110 5.905 0.000 -50.29755101
118111 5.906 0.000 -50.30258375
118112 5.906 0.000 -50.30767192
118113 5.906 0.000 -50.31281537
118114 5.906 0.000 -50.31801395
118115 5.906 0.000 -50.32326750
118116 5.906 0.000 -50.32857586
118117 5.906 0.000 -50.33393890
118118 5.906 0.000 -50.33935645
118119 5.906 0.000 -50.34482836
118120 5.906 0.000 -50.35035448
118121 5.906 0.000 -50.35593466
118122 5.906 0.000 -50.36156874
118123 5.906 0.000 -50.36725658
118124 5.906 0.000 -50.37299803
118125 5.906 0.000 -50.37879292
118126 5.906 0.000 -50.38464112
118127 5.906 0.000 -50.39054248
118128 5.906 0.000 -50.39649683
118129 5.906 0.000 -50.40250404
118130 5.907 0.000 -50.40856396
118131 5.907 0.000 -50.41467643
118132 5.907 0.000 -50.42084130
118133 5.907 0.000 -50.42705843
118134 5.907 0.000 -50.43332768
118135 5.907 0.000 -50.43964888
118136 5.907 0.000 -50.44602190
118137 5.907 0.000 -50.45244658
118138 5.907 0.000 -50.45892279
118139 5.907 0.000 -50.46545036
118140 5.907 0.000 -50.47202916
118141 5.907 0.000 -50.47865905
118142 5.907 0.000 -50.48533986
118143 5.907 0.000 -50.49207147
118144 5.907 0.000 -50.49885372
118145 5.907 0.000 -50.50568646
118146 5.907 0.000 -50.51256956
118147 5.907 0.000 -50.51950287
118148 5.907 0.000 -50.52648625
118149 5.907 0.000 -50.53351955
118150 5.907 0.000 -50.54060262
118151 5.908 0.000 -50.54773533
118152 5.908 0.000 -50.55491753
118153 5.908 0.000 -50.56214908
118154 5.908 0.000 -50.56942984
118155 5.908 0.000 -50.57675966
118156 5.908 0.000 -50.58413841
118157 5.908 0.000 -50.59156594
118158 5.908 0.000 -50.59904212
118159 5.908 0.000 -50.60656679
118160 5.908 0.000 -50.61413982
118161 5.908 0.000 -50.62176108
118162 5.908 0.000 -50.62943041
118163 5.908 0.000 -50.63714769
118164 5.908 0.000 -50.64491277
118165 5.908 0.000 -50.65272551
118166 5.908 0.000 -50.66058578
118167 5.908 0.000 -50.66849344
118168 5.908 0.000 -50.67644834
118169 5.908 0.000 -50.68445036
118170 5.909 0.000 -50.69249935
118171 5.909 0.000 -50.70059519
118172 5.909 0.000 -50.70873772
118173 5.909 0.000 -50.71692682
118174 5.909 0.000 -50.72516234
118175 5.909 0.000 -50.73344417
118176 5.909 0.000 -50.74177215
118177 5.909 0.000 -50.75014615
118178 5.909 0.000 -50.75856604
118179 5.909 0.000 -50.76703169
118180 5.909 0.000 -50.77554296
118181 5.909 0.000 -50.78409972
118182 5.909 0.000 -50.79270183
118183 5.909 0.000 -50.80134916
118184 5.909 0.000 -50.81004159
118185 5.909 0.000 -50.81877896
118186 5.909 0.000 -50.82756117
118187 5.909 0.000 -50.83638806
118188 5.909 0.000 -50.84525952
118189 5.909 0.000 -50.85417540
118190 5.910 0.000 -50.86313559
118191 5.910 0.000 -50.87213994
118192 5.910 0.000 -50.88118834
118193 5.910 0.000 -50.89028064
118194 5.910 0.000 -50.89941672
118195 5.910 0.000 -50.90859646
118196 5.910 0.000 -50.91781971
118197 5.910 0.000 -50.92708636
118198 5.910 0.000 -50.93639627
118199 5.910 0.000 -50.94574932
118200 5.910 0.000 -50.95514538
118201 5.910 0.000 -50.96458433
118202 5.910 0.000 -50.97406602
118203 5.910 0.000 -50.98359035
118204 5.910 0.000 -50.99315718
118205 5.910 0.000 -51.00276639
118206 5.910 0.000 -51.01241785
118207 5.910 0.000 -51.02211143
118208 5.910 0.000 -51.03184701
118209 5.910 0.000 -51.04162447
118210 5.910 0.000 -51.05144369
118211 5.911 0.000 -51.06130453
118212 5.911 0.000 -51.07120687
118213 5.911 0.000 -51.08115059
118214 5.911 0.000 -51.09113557
118215 5.911 0.000 -51.10116169
118216 5.911 0.000 -51.11122881
118217 5.911 0.000 -51.12133683
118218 5.911 0.000 -51.13148561
118219 5.911 0.000 -51.14167504
118220 5.911 0.000 -51.15190500
118221 5.911 0.000 -51.16217536
118222 5.911 0.000 -51.17248600
118223 5.911 0.000 -51.18283680
118224 5.911 0.000 -51.19322765
118225 5.911 0.000 -51.20365841
118226 5.911 0.000 -51.21412899
118227 5.911 0.000 -51.22463924
118228 5.911 0.000 -51.23518906
118229 5.911 0.000 -51.24577833
118230 5.912 0.000 -51.25640692
118231 5.912 0.000 -51.26707473
118232 5.912 0.000 -51.27778163
118233 5.912 0.000 -51.28852750
118234 5.912 0.000 -51.29931223
118235 5.912 0.000 -51.31013570
118236 5.912 0.000 -51.32099780
118237 5.912 0.000 -51.33189840
118238 5.912 0.000 -51.34283740
118239 5.912 0.000 -51.35381468
118240 5.912 0.000 -51.36483011
118241 5.912 0.000 -51.37588359
118242 5.912 0.000 -51.38697501
118243 5.912 0.000 -51.39810424
118244 5.912 0.000 -51.40927117
118245 5.912 0.000 -51.42047569
118246 5.912 0.000 -51.43171769
118247 5.912 0.000 -51.44299705
118248 5.912 0.000 -51.45431366
118249 5.912 0.000 -51.46566740
118250 5.912 0.000 -51.47705817
118251 5.913 0.000 -51.48848585
118252 5.913 0.000 -51.49995033
118253 5.913 0.000 -51.51145149
118254 5.913 0.000 -51.52298924
118255 5.913 0.000 -51.53456344
118256 5.913 0.000 -51.54617400
118257 5.913 0.000 -51.55782081
118258 5.913 0.000 -51.56950375
118259 5.913 0.000 -51.58122271
118260 5.913 0.000 -51.59297758
118261 5.913 0.000 -51.60476826
118262 5.913 0.000 -51.61659464
118263 5.913 0.000 -51.62845659
118264 5.913 0.000 -51.64035403
118265 5.913 0.000 -51.65228683
118266 5.913 0.000 -51.66425490
118267 5.913 0.000 -51.67625812
118268 5.913 0.000 -51.68829638
118269 5.913 0.000 -51.70036957
118270 5.913 0.000 -51.71247760
118271 5.914 0.000 -51.72462035
118272 5.914 0.000 -51.73679772
118273 5.914 0.000 -51.74900960
118274 5.914 0.000 -51.76125588
118275 5.914 0.000 -51.77353646
118276 5.914 0.000 -51.78585123
118277 5.914 0.000 -51.79820008
118278 5.914 0.000 -51.81058292
118279 5.914 0.000 -51.82299964
118280 5.914 0.000 -51.83545012
118281 5.914 0.000 -51.84793428
118282 5.914 0.000 -51.86045199
118283 5.914 0.000 -51.87300317
118284 5.914 0.000 -51.88558770
118285 5.914 0.000 -51.89820548
118286 5.914 0.000 -51.91085641
118287 5.914 0.000 -51.92354039
118288 5.914 0.000 -51.93625730
118289 5.914 0.000 -51.94900706
118290 5.915 0.000 -51.96178956
118291 5.915 0.000 -51.97460469
118292 5.915 0.000 -51.98745235
118293 5.915 0.000 -52.00033244
118294 5.915 0.000 -52.01324487
118295 5.915 0.000 -52.02618952
118296 5.915 0.000 -52.03916630
118297 5.915 0.000 -52.05217510
118298 5.915 0.000 -52.06521583
118299 5.915 0.000 -52.07828839
118300 5.915 0.000 -52.09139267
118301 5.915 0.000 -52.10452858
118302 5.915 0.000 -52.11769601
118303 5.915 0.000 -52.13089487
118304 5.915 0.000 -52.14412505
118305 5.915 0.000 -52.15738646
118306 5.915 0.000 -52.17067899
118307 5.915 0.000 -52.18400255
118308 5.915 0.000 -52.19735705
118309 5.915 0.000 -52.21074237
118310 5.915 0.000 -52.22415843
118311 5.916 0.000 -52.23760512
118312 5.916 0.000 -52.25108235
118313 5.916 0.000 -52.26459001
118314 5.916 0.000 -52.27812802
118315 5.916 0.000 -52.29169627
118316 5.916 0.000 -52.30529466
118317 5.916 0.000 -52.31892311
118318 5.916 0.000 -52.33258150
118319 5.916 0.000 -52.34626975
118320 5.916 0.000 -52.35998776
118321 5.916 0.000 -52.37373543
118322 5.916 0.000 -52.38751267
118323 5.916 0.000 -52.40131937
118324 5.916 0.000 -52.41515545
118325 5.916 0.000 -52.42902080
118326 5.916 0.000 -52.44291534
118327 5.916 0.000 -52.45683896
118328 5.916 0.000 -52.47079157
118329 5.916 0.000 -52.48477307
118330 5.917 0.000 -52.49878337
118331 5.917 0.000 -52.51282238
118332 5.917 0.000 -52.52689000
118333 5.917 0.000 -52.54098613
118334 5.917 0.000 -52.55511067
118335 5.917 0.000 -52.56926355
118336 5.917 0.000 -52.58344465
118337 5.917 0.000 -52.59765389
118338 5.917 0.000 -52.61189117
118339 5.917 0.000 -52.62615639
118340 5.917 0.000 -52.64044947
118341 5.917 0.000 -52.65477030
118342 5.917 0.000 -52.66911880
118343 5.917 0.000 -52.68349487
118344 5.917 0.000 -52.69789842
118345 5.917 0.000 -52.71232935
118346 5.917 0.000 -52.72678756
118347 5.917 0.000 -52.74127298
118348 5.917 0.000 -52.75578549
118349 5.917 0.000 -52.77032502
118350 5.918 0.000 -52.78489145
118351 5.918 0.000 -52.79948471
118352 5.918 0.000 -52.81410470
118353 5.918 0.000 -52.82875132
118354 5.918 0.000 -52.84342449
118355 5.918 0.000 -52.85812410
118356 5.918 0.000 -52.87285007
118357 5.918 0.000 -52.88760230
118358 5.918 0.000 -52.90238070
118359 5.918 0.000 -52.91718517
118360 5.918 0.000 -52.93201563
118361 5.918 0.000 -52.94687198
118362 5.918 0.000 -52.96175412
118363 5.918 0.000 -52.97666197
118364 5.918 0.000 -52.99159543
118365 5.918 0.000 -53.00655441
118366 5.918 0.000 -53.02153881
118367 5.918 0.000 -53.03654854
118368 5.918 0.000 -53.05158352
118369 5.918 0.000 -53.06664363
118370 5.918 0.000 -53.08172880
118371 5.919 0.000 -53.09683893
118372 5.919 0.000 -53.11197393
118373 5.919 0.000 -53.12713370
118374 5.919 0.000 -53.14231815
118375 5.919 0.000 -53.15752718
118376 5.919 0.000 -53.17276071
118377 5.919 0.000 -53.18801864
118378 5.919 0.000 -53.20330087
118379 5.919 0.000 -53.21860731
118380 5.919 0.000 -53.23393788
118381 5.919 0.000 -53.24929247
118382 5.919 0.000 -53.26467099
118383 5.919 0.000 -53.28007335
118384 5.919 0.000 -53.29549945
118385 5.919 0.000 -53.31094920
118386 5.919 0.000 -53.32642251
118387 5.919 0.000 -53.34191927
118388 5.919 0.000 -53.35743941
118389 5.919 0.000 -53.37298281
118390 5.920 0.000 -53.38854939
118391 5.920 0.000 -53.40413906
118392 5.920 0.000 -53.41975171
118393 5.920 0.000 -53.43538725
118394 5.920 0.000 -53.45104559
118395 5.920 0.000 -53.46672664
118396 5.920 0.000 -53.48243028
118397 5.920 0.000 -53.49815644
118398 5.920 0.000 -53.51390501
118399 5.920 0.000 -53.52967590
118400 5.920 0.000 -53.54546902
118401 5.920 0.000 -53.56128425
118402 5.920 0.000 -53.57712152
118403 5.920 0.000 -53.59298072
118404 5.920 0.000 -53.60886175
118405 5.920 0.000 -53.62476452
118406 5.920 0.000 -53.64068892
118407 5.920 0.000 -53.65663487
118408 5.920 0.000 -53.67260226
118409 5.920 0.000 -53.68859100
118410 5.920 0.000 -53.70460099
118411 5.921 0.000 -53.72063212
118412 5.921 0.000 -53.73668430
118413 5.921 0.000 -53.75275743
118414 5.921 0.000 -53.76885141
118415 5.921 0.000 -53.78496613
118416 5.921 0.000 -53.80110151
118417 5.921 0.000 -53.81725744
118418 5.921 0.000 -53.83343381
118419 5.921 0.000 -53.84963053
118420 5.921 0.000 -53.86584750
118421 5.921 0.000 -53.88208461
118422 5.921 0.000 -53.89834176
118423 5.921 0.000 -53.91461885
118424 5.921 0.000 -53.93091577
118425 5.921 0.000 -53.94723243
118426 5.921 0.000 -53.96356872
118427 5.921 0.000 -53.97992453
118428 5.921 0.000 -53.99629976
118429 5.921 0.000 -54.01269431
118430 5.921 0.000 -54.02910807
118431 5.922 0.000 -54.04554093
118432 5.922 0.000 -54.06199279
118433 5.922 0.000 -54.07846355
118434 5.922 0.000 -54.09495309
118435 5.922 0.000 -54.11146131
118436 5.922 0.000 -54.12798810
118437 5.922 0.000 -54.14453336
118438 5.922 0.000 -54.16109697
118439 5.922 0.000 -54.17767882
118440 5.922 0.000 -54.19427881
118441 5.922 0.000 -54.21089683
118442 5.922 0.000 -54.22753276
118443 5.922 0.000 -54.24418650
118444 5.922 0.000 -54.26085792
118445 5.922 0.000 -54.27754693
118446 5.922 0.000 -54.29425341
118447 5.922 0.000 -54.31097724
118448 5.922 0.000 -54.32771832
118449 5.922 0.000 -54.34447652
118450 5.923 0.000 -54.36125174
118451 5.923 0.000 -54.37804385
118452 5.923 0.000 -54.39485275
118453 5.923 0.000 -54.41167831
118454 5.923 0.000 -54.42852041
118455 5.923 0.000 -54.44537896
118456 5.923 0.000 -54.46225381
118457 5.923 0.000 -54.47914486
118458 5.923 0.000 -54.49605198
118459 5.923 0.000 -54.51297505
118460 5.923 0.000 -54.52991397
118461 5.923 0.000 -54.54686859
118462 5.923 0.000 -54.56383880
118463 5.923 0.000 -54.58082449
118464 5.923 0.000 -54.59782552
118465 5.923 0.000 -54.61484177
118466 5.923 0.000 -54.63187311
118467 5.923 0.000 -54.64891943
118468 5.923 0.000 -54.66598060
118469 5.923 0.000 -54.68305648
118470 5.923 0.000 -54.70014696
118471 5.924 0.000 -54.71725190
118472 5.924 0.000 -54.73437117
118473 5.924 0.000 -54.75150465
118474 5.924 0.000 -54.76865221
118475 5.924 0.000 -54.78581371
118476 5.924 0.000 -54.80298902
118477 5.924 0.000 -54.82017801
118478 5.924 0.000 -54.83738055
118479 5.924 0.000 -54.85459650
118480 5.924 0.000 -54.87182573
118481 5.924 0.000 -54.88906810
118482 5.924 0.000 -54.90632348
118483 5.924 0.000 -54.92359173
118484 5.924 0.000 -54.94087271
118485 5.924 0.000 -54.95816628
118486 5.924 0.000 -54.97547230
118487 5.924 0.000 -54.99279063
118488 5.924 0.000 -55.01012113
118489 5.924 0.000 -55.02746367
118490 5.925 0.000 -55.04481808
118491 5.925 0.000 -55.06218424
118492 5.925 0.000 -55.07956200
118493 5.925 0.000 -55.09695120
118494 5.925 0.000 -55.11435171
118495 5.925 0.000 -55.13176338
118496 5.925 0.000 -55.14918606
118497 5.925 0.000 -55.16661959
118498 5.925 0.000 -55.18406384
118499 5.925 0.000 -55.20151864
118500 5.925 0.000 -55.21898385
118501 5.925 0.000 -55.23645931
118502 5.925 0.000 -55.25394488
118503 5.925 0.000 -55.27144039
118504 5.925 0.000 -55.28894569
118505 5.925 0.000 -55.30646062
118506 5.925 0.000 -55.32398502
118507 5.925 0.000 -55.34151875
118508 5.925 0.000 -55.35906163
118509 5.925 0.000 -55.37661351
118510 5.926 0.000 -55.39417422
118511 5.926 0.000 -55.41174361
118512 5.926 0.000 -55.42932151
118513 5.926 0.000 -55.44690776
118514 5.926 0.000 -55.46450218
118515 5.926 0.000 -55.48210462
118516 5.926 0.000 -55.49971491
118517 5.926 0.000 -55.51733287
118518 5.926 0.000 -55.53495835
118519 5.926 0.000 -55.55259116
118520 5.926 0.000 -55.57023114
118521 5.926 0.000 -55.58787812
118522 5.926 0.000 -55.60553192
118523 5.926 0.000 -55.62319237
118524 5.926 0.000 -55.64085929
118525 5.926 0.000 -55.65853250
118526 5.926 0.000 -55.67621184
118527 5.926 0.000 -55.69389711
118528 5.926 0.000 -55.71158815
118529 5.926 0.000 -55.72928477
118530 5.926 0.000 -55.74698678
118531 5.927 0.000 -55.76469401
118532 5.927 0.000 -55.78240628
118533 5.927 0.000 -55.80012339
118534 5.927 0.000 -55.81784517
118535 5.927 0.000 -55.83557142
118536 5.927 0.000 -55.85330196
118537 5.927 0.000 -55.87103659
118538 5.927 0.000 -55.88877514
118539 5.927 0.000 -55.90651741
118540 5.927 0.000 -55.92426320
118541 5.927 0.000 -55.94201233
118542 5.927 0.000 -55.95976459
118543 5.927 0.000 -55.97751980
118544 5.927 0.000 -55.99527776
118545 5.927 0.000 -56.01303827
118546 5.927 0.000 -56.03080114
118547 5.927 0.000 -56.04856616
118548 5.927 0.000 -56.06633313
118549 5.927 0.000 -56.08410185
118550 5.928 0.000 -56.10187213
118551 5.928 0.000 -56.11964375
118552 5.928 0.000 -56.13741652
118553 5.928 0.000 -56.15519023
118554 5.928 0.000 -56.17296466
118555 5.928 0.000 -56.19073962
118556 5.928 0.000 -56.20851490
118557 5.928 0.000 -56.22629028
118558 5.928 0.000 -56.24406556
118559 5.928 0.000 -56.26184053
118560 5.928 0.000 -56.27961497
118561 5.928 0.000 -56.29738866
118562 5.928 0.000 -56.31516141
118563 5.928 0.000 -56.33293298
118564 5.928 0.000 -56.35070317
118565 5.928 0.000 -56.36847176
118566 5.928 0.000 -56.38623852
118567 5.928 0.000 -56.40400324
118568 5.928 0.000 -56.42176571
118569 5.928 0.000 -56.43952569
118570 5.928 0.000 -56.45728297
118571 5.929 0.000 -56.47503733
118572 5.929 0.000 -56.49278854
118573 5.929 0.000 -56.51053638
118574 5.929 0.000 -56.52828061
118575 5.929 0.000 -56.54602102
118576 5.929 0.000 -56.56375739
118577 5.929 0.000 -56.58148947
118578 5.929 0.000 -56.59921704
118579 5.929 0.000 -56.61693987
118580 5.929 0.000 -56.63465774
118581 5.929 0.000 -56.65237041
118582 5.929 0.000 -56.67007764
118583 5.929 0.000 -56.68777921
118584 5.929 0.000 -56.70547488
118585 5.929 0.000 -56.72316442
118586 5.929 0.000 -56.74084759
118587 5.929 0.000 -56.75852416
118588 5.929 0.000 -56.77619389
118589 5.929 0.000 -56.79385654
118590 5.929 0.000 -56.81151187
118591 5.930 0.000 -56.82915965
118592 5.930 0.000 -56.84679963
118593 5.930 0.000 -56.86443159
118594 5.930 0.000 -56.88205526
118595 5.930 0.000 -56.89967042
118596 5.930 0.000 -56.91727682
118597 5.930 0.000 -56.93487422
118598 5.930 0.000 -56.95246237
118599 5.930 0.000 -56.97004104
118600 5.930 0.000 -56.98760997
118601 5.930 0.000 -57.00516893
118602 5.930 0.000 -57.02271766
118603 5.930 0.000 -57.04025592
118604 5.930 0.000 -57.05778347
118605 5.930 0.000 -57.07530006
118606 5.930 0.000 -57.09280543
118607 5.930 0.000 -57.11029935
118608 5.930 0.000 -57.12778156
118609 5.930 0.000 -57.14525182
118610 5.931 0.000 -57.16270987
118611 5.931 0.000 -57.18015547
118612 5.931 0.000 -57.19758837
118613 5.931 0.000 -57.21500831
118614 5.931 0.000 -57.23241505
118615 5.931 0.000 -57.24980833
118616 5.931 0.000 -57.26718791
118617 5.931 0.000 -57.28455353
118618 5.931 0.000 -57.30190494
118619 5.931 0.000 -57.31924189
118620 5.931 0.000 -57.33656413
118621 5.931 0.000 -57.35387141
118622 5.931 0.000 -57.37116346
118623 5.931 0.000 -57.38844005
118624 5.931 0.000 -57.40570091
118625 5.931 0.000 -57.42294580
118626 5.931 0.000 -57.44017446
118627 5.931 0.000 -57.45738664
118628 5.931 0.000 -57.47458209
118629 5.931 0.000 -57.49176055
118630 5.931 0.000 -57.50892177
118631 5.932 0.000 -57.52606549
118632 5.932 0.000 -57.54319148
118633 5.932 0.000 -57.56029946
118634 5.932 0.000 -57.57738919
118635 5.932 0.000 -57.59446042
118636 5.932 0.000 -57.61151290
118637 5.932 0.000 -57.62854636
118638 5.932 0.000 -57.64556057
118639 5.932 0.000 -57.66255526
118640 5.932 0.000 -57.67953019
118641 5.932 0.000 -57.69648510
118642 5.932 0.000 -57.71341975
118643 5.932 0.000 -57.73033388
118644 5.932 0.000 -57.74722724
118645 5.932 0.000 -57.76409959
118646 5.932 0.000 -57.78095067
118647 5.932 0.000 -57.79778023
118648 5.932 0.000 -57.81458802
118649 5.932 0.000 -57.83137380
118650 5.933 0.000 -57.84813732
118651 5.933 0.000 -57.86487832
118652 5.933 0.000 -57.88159657
118653 5.933 0.000 -57.89829181
118654 5.933 0.000 -57.91496381
118655 5.933 0.000 -57.93161231
118656 5.933 0.000 -57.94823706
118657 5.933 0.000 -57.96483783
118658 5.933 0.000 -57.98141438
118659 5.933 0.000 -57.99796645
118660 5.933 0.000 -58.01449380
118661 5.933 0.000 -58.03099621
118662 5.933 0.000 -58.04747341
118663 5.933 0.000 -58.06392518
118664 5.933 0.000 -58.08035127
118665 5.933 0.000 -58.09675145
118666 5.933 0.000 -58.11312548
118667 5.933 0.000 -58.12947311
118668 5.933 0.000 -58.14579413
118669 5.933 0.000 -58.16208828
118670 5.934 0.000 -58.17835534
118671 5.934 0.000 -58.19459507
118672 5.934 0.000 -58.21080724
118673 5.934 0.000 -58.22699162
118674 5.934 0.000 -58.24314797
118675 5.934 0.000 -58.25927608
118676 5.934 0.000 -58.27537571
118677 5.934 0.000 -58.29144663
118678 5.934 0.000 -58.30748862
118679 5.934 0.000 -58.32350146
118680 5.934 0.000 -58.33948491
118681 5.934 0.000 -58.35543876
118682 5.934 0.000 -58.37136278
118683 5.934 0.000 -58.38725676
118684 5.934 0.000 -58.40312047
118685 5.934 0.000 -58.41895370
118686 5.934 0.000 -58.43475623
118687 5.934 0.000 -58.45052785
118688 5.934 0.000 -58.46626834
118689 5.934 0.000 -58.48197749
118690 5.934 0.000 -58.49765508
118691 5.935 0.000 -58.51330091
118692 5.935 0.000 -58.52891477
118693 5.935 0.000 -58.54449645
118694 5.935 0.000 -58.56004575
118695 5.935 0.000 -58.57556246
118696 5.935 0.000 -58.59104637
118697 5.935 0.000 -58.60649729
118698 5.935 0.000 -58.62191502
118699 5.935 0.000 -58.63729935
118700 5.935 0.000 -58.65265009
118701 5.935 0.000 -58.66796705
118702 5.935 0.000 -58.68325002
118703 5.935 0.000 -58.69849883
118704 5.935 0.000 -58.71371327
118705 5.935 0.000 -58.72889315
118706 5.935 0.000 -58.74403830
118707 5.935 0.000 -58.75914852
118708 5.935 0.000 -58.77422363
118709 5.935 0.000 -58.78926344
118710 5.936 0.000 -58.80426778
118711 5.936 0.000 -58.81923647
118712 5.936 0.000 -58.83416932
118713 5.936 0.000 -58.84906616
118714 5.936 0.000 -58.86392682
118715 5.936 0.000 -58.87875112
118716 5.936 0.000 -58.89353889
118717 5.936 0.000 -58.90828997
118718 5.936 0.000 -58.92300418
118719 5.936 0.000 -58.93768136
118720 5.936 0.000 -58.95232135
118721 5.936 0.000 -58.96692398
118722 5.936 0.000 -58.98148910
118723 5.936 0.000 -58.99601654
118724 5.936 0.000 -59.01050614
118725 5.936 0.000 -59.02495777
118726 5.936 0.000 -59.03937125
118727 5.936 0.000 -59.05374643
118728 5.936 0.000 -59.06808318
118729 5.936 0.000 -59.08238134
118730 5.936 0.000 -59.09664077
118731 5.937 0.000 -59.11086132
118732 5.937 0.000 -59.12504285
118733 5.937 0.000 -59.13918521
118734 5.937 0.000 -59.15328829
118735 5.937 0.000 -59.16735192
118736 5.937 0.000 -59.18137599
118737 5.937 0.000 -59.19536036
118738 5.937 0.000 -59.20930490
118739 5.937 0.000 -59.22320947
118740 5.937 0.000 -59.23707396
118741 5.937 0.000 -59.25089824
118742 5.937 0.000 -59.26468219
118743 5.937 0.000 -59.27842568
118744 5.937 0.000 -59.29212860
118745 5.937 0.000 -59.30579083
118746 5.937 0.000 -59.31941225
118747 5.937 0.000 -59.33299276
118748 5.937 0.000 -59.34653223
118749 5.937 0.000 -59.36003057
118750 5.938 0.000 -59.37348766
118751 5.938 0.000 -59.38690340
118752 5.938 0.000 -59.40027769
118753 5.938 0.000 -59.41361042
118754 5.938 0.000 -59.42690150
118755 5.938 0.000 -59.44015083
118756 5.938 0.000 -59.45335831
118757 5.938 0.000 -59.46652385
118758 5.938 0.000 -59.47964735
118759 5.938 0.000 -59.49272874
118760 5.938 0.000 -59.50576792
118761 5.938 0.000 -59.51876480
118762 5.938 0.000 -59.53171930
118763 5.938 0.000 -59.54463135
118764 5.938 0.000 -59.55750085
118765 5.938 0.000 -59.57032774
118766 5.938 0.000 -59.58311193
118767 5.938 0.000 -59.59585336
118768 5.938 0.000 -59.60855194
118769 5.938 0.000 -59.62120762
118770 5.939 0.000 -59.63382032
118771 5.939 0.000 -59.64638998
118772 5.939 0.000 -59.65891653
118773 5.939 0.000 -59.67139990
118774 5.939 0.000 -59.68384005
118775 5.939 0.000 -59.69623691
118776 5.939 0.000 -59.70859042
118777 5.939 0.000 -59.72090053
118778 5.939 0.000 -59.73316718
118779 5.939 0.000 -59.74539034
118780 5.939 0.000 -59.75756993
118781 5.939 0.000 -59.76970593
118782 5.939 0.000 -59.78179828
118783 5.939 0.000 -59.79384693
118784 5.939 0.000 -59.80585186
118785 5.939 0.000 -59.81781301
118786 5.939 0.000 -59.82973035
118787 5.939 0.000 -59.84160385
118788 5.939 0.000 -59.85343346
118789 5.939 0.000 -59.86521916
118790 5.939 0.000 -59.87696091
118791 5.940 0.000 -59.88865869
118792 5.940 0.000 -59.90031247
118793 5.940 0.000 -59.91192222
118794 5.940 0.000 -59.92348792
118795 5.940 0.000 -59.93500955
118796 5.940 0.000 -59.94648708
118797 5.940 0.000 -59.95792050
118798 5.940 0.000 -59.96930979
118799 5.940 0.000 -59.98065493
118800 5.940 0.000 -59.99195592
118801 5.940 0.000 -60.00321274
118802 5.940 0.000 -60.01442538
118803 5.940 0.000 -60.02559382
118804 5.940 0.000 -60.03671808
118805 5.940 0.000 -60.04779813
