simSteps Time(ms) Input(Iapp) Output(V_axon)
812 0.041 0.000 -57.30503692
813 0.041 0.000 -57.30518087
814 0.041 0.000 -57.30532557
815 0.041 0.000 -57.30547102
816 0.041 0.000 -57.30561722
817 0.041 0.000 -57.30576416
818 0.041 0.000 -57.30591185
819 0.041 0.000 -57.30606028
820 0.041 0.000 -57.30620945
821 0.041 0.000 -57.30635936
822 0.041 0.000 -57.30651001
823 0.041 0.000 -57.30666139
824 0.041 0.000 -57.30681352
825 0.041 0.000 -57.30696637
826 0.041 0.000 -57.30711996
827 0.041 0.000 -57.30727429
828 0.041 0.000 -57.30742934
829 0.041 0.000 -57.30758512
830 0.042 0.000 -57.30774163
831 0.042 0.000 -57.30789887
832 0.042 0.000 -57.30805683
833 0.042 0.000 -57.30821552
834 0.042 0.000 -57.30837492
835 0.042 0.000 -57.30853505
836 0.042 0.000 -57.30869589
837 0.042 0.000 -57.30885745
838 0.042 0.000 -57.30901973
839 0.042 0.000 -57.30918272
840 0.042 0.000 -57.30934642
841 0.042 0.000 -57.30951084
842 0.042 0.000 -57.30967596
843 0.042 0.000 -57.30984179
844 0.042 0.000 -57.31000832
845 0.042 0.000 -57.31017556
846 0.042 0.000 -57.31034350
847 0.042 0.000 -57.31051214
848 0.042 0.000 -57.31068148
849 0.042 0.000 -57.31085152
850 0.043 0.000 -57.31102225
851 0.043 0.000 -57.31119367
852 0.043 0.000 -57.31136579
853 0.043 0.000 -57.31153859
854 0.043 0.000 -57.31171209
855 0.043 0.000 -57.31188626
856 0.043 0.000 -57.31206113
857 0.043 0.000 -57.31223667
858 0.043 0.000 -57.31241289
859 0.043 0.000 -57.31258980
860 0.043 0.000 -57.31276738
861 0.043 0.000 -57.31294563
862 0.043 0.000 -57.31312455
863 0.043 0.000 -57.31330415
864 0.043 0.000 -57.31348441
865 0.043 0.000 -57.31366534
866 0.043 0.000 -57.31384693
867 0.043 0.000 -57.31402919
868 0.043 0.000 -57.31421211
869 0.043 0.000 -57.31439568
870 0.043 0.000 -57.31457991
871 0.044 0.000 -57.31476480
872 0.044 0.000 -57.31495033
873 0.044 0.000 -57.31513652
874 0.044 0.000 -57.31532335
875 0.044 0.000 -57.31551083
876 0.044 0.000 -57.31569895
877 0.044 0.000 -57.31588771
878 0.044 0.000 -57.31607712
879 0.044 0.000 -57.31626715
880 0.044 0.000 -57.31645783
881 0.044 0.000 -57.31664913
882 0.044 0.000 -57.31684107
883 0.044 0.000 -57.31703363
884 0.044 0.000 -57.31722682
885 0.044 0.000 -57.31742063
886 0.044 0.000 -57.31761506
887 0.044 0.000 -57.31781011
888 0.044 0.000 -57.31800578
889 0.044 0.000 -57.31820206
890 0.044 0.000 -57.31839896
891 0.045 0.000 -57.31859646
892 0.045 0.000 -57.31879457
893 0.045 0.000 -57.31899328
894 0.045 0.000 -57.31919260
895 0.045 0.000 -57.31939251
896 0.045 0.000 -57.31959302
897 0.045 0.000 -57.31979413
898 0.045 0.000 -57.31999583
899 0.045 0.000 -57.32019812
900 0.045 0.000 -57.32040100
901 0.045 0.000 -57.32060447
902 0.045 0.000 -57.32080851
903 0.045 0.000 -57.32101314
904 0.045 0.000 -57.32121834
905 0.045 0.000 -57.32142412
906 0.045 0.000 -57.32163047
907 0.045 0.000 -57.32183740
908 0.045 0.000 -57.32204489
909 0.045 0.000 -57.32225294
910 0.045 0.000 -57.32246156
911 0.046 0.000 -57.32267074
912 0.046 0.000 -57.32288047
913 0.046 0.000 -57.32309076
914 0.046 0.000 -57.32330160
915 0.046 0.000 -57.32351299
916 0.046 0.000 -57.32372493
917 0.046 0.000 -57.32393742
918 0.046 0.000 -57.32415044
919 0.046 0.000 -57.32436401
920 0.046 0.000 -57.32457811
921 0.046 0.000 -57.32479274
922 0.046 0.000 -57.32500791
923 0.046 0.000 -57.32522360
924 0.046 0.000 -57.32543982
925 0.046 0.000 -57.32565656
926 0.046 0.000 -57.32587382
927 0.046 0.000 -57.32609160
928 0.046 0.000 -57.32630990
929 0.046 0.000 -57.32652871
930 0.046 0.000 -57.32674802
931 0.047 0.000 -57.32696785
932 0.047 0.000 -57.32718818
933 0.047 0.000 -57.32740900
934 0.047 0.000 -57.32763033
935 0.047 0.000 -57.32785215
936 0.047 0.000 -57.32807447
937 0.047 0.000 -57.32829727
938 0.047 0.000 -57.32852057
939 0.047 0.000 -57.32874434
940 0.047 0.000 -57.32896860
941 0.047 0.000 -57.32919334
942 0.047 0.000 -57.32941855
943 0.047 0.000 -57.32964424
944 0.047 0.000 -57.32987039
945 0.047 0.000 -57.33009702
946 0.047 0.000 -57.33032410
947 0.047 0.000 -57.33055165
948 0.047 0.000 -57.33077966
949 0.047 0.000 -57.33100812
950 0.048 0.000 -57.33123704
951 0.048 0.000 -57.33146641
952 0.048 0.000 -57.33169622
953 0.048 0.000 -57.33192647
954 0.048 0.000 -57.33215717
955 0.048 0.000 -57.33238831
956 0.048 0.000 -57.33261988
957 0.048 0.000 -57.33285188
958 0.048 0.000 -57.33308432
959 0.048 0.000 -57.33331717
960 0.048 0.000 -57.33355046
961 0.048 0.000 -57.33378416
962 0.048 0.000 -57.33401828
963 0.048 0.000 -57.33425281
964 0.048 0.000 -57.33448776
965 0.048 0.000 -57.33472311
966 0.048 0.000 -57.33495887
967 0.048 0.000 -57.33519504
968 0.048 0.000 -57.33543160
969 0.048 0.000 -57.33566855
970 0.049 0.000 -57.33590590
971 0.049 0.000 -57.33614364
972 0.049 0.000 -57.33638177
973 0.049 0.000 -57.33662028
974 0.049 0.000 -57.33685918
975 0.049 0.000 -57.33709845
976 0.049 0.000 -57.33733809
977 0.049 0.000 -57.33757811
978 0.049 0.000 -57.33781850
979 0.049 0.000 -57.33805925
980 0.049 0.000 -57.33830036
981 0.049 0.000 -57.33854184
982 0.049 0.000 -57.33878366
983 0.049 0.000 -57.33902585
984 0.049 0.000 -57.33926838
985 0.049 0.000 -57.33951126
986 0.049 0.000 -57.33975448
987 0.049 0.000 -57.33999805
988 0.049 0.000 -57.34024195
989 0.049 0.000 -57.34048618
990 0.050 0.000 -57.34073075
991 0.050 0.000 -57.34097565
992 0.050 0.000 -57.34122087
993 0.050 0.000 -57.34146641
994 0.050 0.000 -57.34171227
995 0.050 0.000 -57.34195844
996 0.050 0.000 -57.34220493
997 0.050 0.000 -57.34245173
998 0.050 0.000 -57.34269883
999 0.050 0.000 -57.34294623
1000 0.050 0.000 -57.34319394
1001 0.050 0.000 -57.34344194
1002 0.050 0.000 -57.34369023
1003 0.050 0.000 -57.34393882
1004 0.050 0.000 -57.34418769
1005 0.050 0.000 -57.34443684
1006 0.050 0.000 -57.34468627
1007 0.050 0.000 -57.34493598
1008 0.050 0.000 -57.34518597
1009 0.050 0.000 -57.34543622
1010 0.051 0.000 -57.34568674
1011 0.051 0.000 -57.34593753
1012 0.051 0.000 -57.34618857
1013 0.051 0.000 -57.34643988
1014 0.051 0.000 -57.34669143
1015 0.051 0.000 -57.34694324
1016 0.051 0.000 -57.34719530
1017 0.051 0.000 -57.34744760
1018 0.051 0.000 -57.34770014
1019 0.051 0.000 -57.34795292
1020 0.051 0.000 -57.34820593
1021 0.051 0.000 -57.34845918
1022 0.051 0.000 -57.34871265
1023 0.051 0.000 -57.34896635
1024 0.051 0.000 -57.34922026
1025 0.051 0.000 -57.34947440
1026 0.051 0.000 -57.34972875
1027 0.051 0.000 -57.34998332
1028 0.051 0.000 -57.35023809
1029 0.051 0.000 -57.35049306
1030 0.051 0.000 -57.35074824
1031 0.052 0.000 -57.35100362
1032 0.052 0.000 -57.35125919
1033 0.052 0.000 -57.35151495
1034 0.052 0.000 -57.35177090
1035 0.052 0.000 -57.35202704
1036 0.052 0.000 -57.35228335
1037 0.052 0.000 -57.35253985
1038 0.052 0.000 -57.35279652
1039 0.052 0.000 -57.35305336
1040 0.052 0.000 -57.35331037
1041 0.052 0.000 -57.35356755
1042 0.052 0.000 -57.35382488
1043 0.052 0.000 -57.35408238
1044 0.052 0.000 -57.35434003
1045 0.052 0.000 -57.35459783
1046 0.052 0.000 -57.35485578
1047 0.052 0.000 -57.35511387
1048 0.052 0.000 -57.35537211
1049 0.052 0.000 -57.35563048
1050 0.052 0.000 -57.35588899
1051 0.053 0.000 -57.35614763
1052 0.053 0.000 -57.35640640
1053 0.053 0.000 -57.35666529
1054 0.053 0.000 -57.35692431
1055 0.053 0.000 -57.35718344
1056 0.053 0.000 -57.35744268
1057 0.053 0.000 -57.35770204
1058 0.053 0.000 -57.35796151
1059 0.053 0.000 -57.35822108
1060 0.053 0.000 -57.35848075
1061 0.053 0.000 -57.35874051
1062 0.053 0.000 -57.35900038
1063 0.053 0.000 -57.35926033
1064 0.053 0.000 -57.35952037
1065 0.053 0.000 -57.35978049
1066 0.053 0.000 -57.36004070
1067 0.053 0.000 -57.36030098
1068 0.053 0.000 -57.36056134
1069 0.053 0.000 -57.36082177
1070 0.053 0.000 -57.36108226
1071 0.054 0.000 -57.36134282
1072 0.054 0.000 -57.36160343
1073 0.054 0.000 -57.36186411
1074 0.054 0.000 -57.36212484
1075 0.054 0.000 -57.36238562
1076 0.054 0.000 -57.36264644
1077 0.054 0.000 -57.36290731
1078 0.054 0.000 -57.36316822
1079 0.054 0.000 -57.36342916
1080 0.054 0.000 -57.36369014
1081 0.054 0.000 -57.36395115
1082 0.054 0.000 -57.36421218
1083 0.054 0.000 -57.36447324
1084 0.054 0.000 -57.36473431
1085 0.054 0.000 -57.36499540
1086 0.054 0.000 -57.36525651
1087 0.054 0.000 -57.36551762
1088 0.054 0.000 -57.36577874
1089 0.054 0.000 -57.36603986
1090 0.054 0.000 -57.36630098
1091 0.055 0.000 -57.36656210
1092 0.055 0.000 -57.36682320
1093 0.055 0.000 -57.36708430
1094 0.055 0.000 -57.36734538
1095 0.055 0.000 -57.36760644
1096 0.055 0.000 -57.36786749
1097 0.055 0.000 -57.36812850
1098 0.055 0.000 -57.36838949
1099 0.055 0.000 -57.36865045
1100 0.055 0.000 -57.36891137
1101 0.055 0.000 -57.36917225
1102 0.055 0.000 -57.36943309
1103 0.055 0.000 -57.36969389
1104 0.055 0.000 -57.36995463
1105 0.055 0.000 -57.37021533
1106 0.055 0.000 -57.37047596
1107 0.055 0.000 -57.37073654
1108 0.055 0.000 -57.37099706
1109 0.055 0.000 -57.37125751
1110 0.056 0.000 -57.37151789
1111 0.056 0.000 -57.37177819
1112 0.056 0.000 -57.37203842
1113 0.056 0.000 -57.37229858
1114 0.056 0.000 -57.37255864
1115 0.056 0.000 -57.37281862
1116 0.056 0.000 -57.37307852
1117 0.056 0.000 -57.37333831
1118 0.056 0.000 -57.37359801
1119 0.056 0.000 -57.37385761
1120 0.056 0.000 -57.37411711
1121 0.056 0.000 -57.37437650
1122 0.056 0.000 -57.37463578
1123 0.056 0.000 -57.37489495
1124 0.056 0.000 -57.37515399
1125 0.056 0.000 -57.37541292
1126 0.056 0.000 -57.37567172
1127 0.056 0.000 -57.37593040
1128 0.056 0.000 -57.37618894
1129 0.056 0.000 -57.37644735
1130 0.057 0.000 -57.37670563
1131 0.057 0.000 -57.37696376
1132 0.057 0.000 -57.37722174
1133 0.057 0.000 -57.37747958
1134 0.057 0.000 -57.37773727
1135 0.057 0.000 -57.37799480
1136 0.057 0.000 -57.37825217
1137 0.057 0.000 -57.37850939
1138 0.057 0.000 -57.37876643
1139 0.057 0.000 -57.37902331
1140 0.057 0.000 -57.37928002
1141 0.057 0.000 -57.37953655
1142 0.057 0.000 -57.37979290
1143 0.057 0.000 -57.38004907
1144 0.057 0.000 -57.38030506
1145 0.057 0.000 -57.38056085
1146 0.057 0.000 -57.38081646
1147 0.057 0.000 -57.38107187
1148 0.057 0.000 -57.38132707
1149 0.057 0.000 -57.38158208
1150 0.058 0.000 -57.38183688
1151 0.058 0.000 -57.38209147
1152 0.058 0.000 -57.38234585
1153 0.058 0.000 -57.38260001
1154 0.058 0.000 -57.38285396
1155 0.058 0.000 -57.38310768
1156 0.058 0.000 -57.38336117
1157 0.058 0.000 -57.38361444
1158 0.058 0.000 -57.38386747
1159 0.058 0.000 -57.38412027
1160 0.058 0.000 -57.38437282
1161 0.058 0.000 -57.38462514
1162 0.058 0.000 -57.38487720
1163 0.058 0.000 -57.38512902
1164 0.058 0.000 -57.38538058
1165 0.058 0.000 -57.38563189
1166 0.058 0.000 -57.38588294
1167 0.058 0.000 -57.38613372
1168 0.058 0.000 -57.38638424
1169 0.058 0.000 -57.38663449
1170 0.059 0.000 -57.38688446
1171 0.059 0.000 -57.38713416
1172 0.059 0.000 -57.38738358
1173 0.059 0.000 -57.38763271
1174 0.059 0.000 -57.38788156
1175 0.059 0.000 -57.38813012
1176 0.059 0.000 -57.38837838
1177 0.059 0.000 -57.38862635
1178 0.059 0.000 -57.38887402
1179 0.059 0.000 -57.38912138
1180 0.059 0.000 -57.38936844
1181 0.059 0.000 -57.38961518
1182 0.059 0.000 -57.38986162
1183 0.059 0.000 -57.39010773
1184 0.059 0.000 -57.39035353
1185 0.059 0.000 -57.39059901
1186 0.059 0.000 -57.39084415
1187 0.059 0.000 -57.39108897
1188 0.059 0.000 -57.39133345
1189 0.059 0.000 -57.39157760
1190 0.059 0.000 -57.39182141
1191 0.060 0.000 -57.39206487
1192 0.060 0.000 -57.39230799
1193 0.060 0.000 -57.39255075
1194 0.060 0.000 -57.39279317
1195 0.060 0.000 -57.39303522
1196 0.060 0.000 -57.39327692
1197 0.060 0.000 -57.39351826
1198 0.060 0.000 -57.39375923
1199 0.060 0.000 -57.39399982
1200 0.060 0.000 -57.39424005
1201 0.060 0.000 -57.39447990
1202 0.060 0.000 -57.39471937
1203 0.060 0.000 -57.39495845
1204 0.060 0.000 -57.39519716
1205 0.060 0.000 -57.39543547
1206 0.060 0.000 -57.39567339
1207 0.060 0.000 -57.39591091
1208 0.060 0.000 -57.39614803
1209 0.060 0.000 -57.39638475
1210 0.060 0.000 -57.39662107
1211 0.061 0.000 -57.39685698
1212 0.061 0.000 -57.39709247
1213 0.061 0.000 -57.39732755
1214 0.061 0.000 -57.39756221
1215 0.061 0.000 -57.39779645
1216 0.061 0.000 -57.39803026
1217 0.061 0.000 -57.39826365
1218 0.061 0.000 -57.39849660
1219 0.061 0.000 -57.39872912
1220 0.061 0.000 -57.39896120
1221 0.061 0.000 -57.39919284
1222 0.061 0.000 -57.39942404
1223 0.061 0.000 -57.39965478
1224 0.061 0.000 -57.39988508
1225 0.061 0.000 -57.40011492
1226 0.061 0.000 -57.40034431
1227 0.061 0.000 -57.40057323
1228 0.061 0.000 -57.40080169
1229 0.061 0.000 -57.40102968
1230 0.061 0.000 -57.40125721
1231 0.062 0.000 -57.40148426
1232 0.062 0.000 -57.40171083
1233 0.062 0.000 -57.40193692
1234 0.062 0.000 -57.40216253
1235 0.062 0.000 -57.40238766
1236 0.062 0.000 -57.40261229
1237 0.062 0.000 -57.40283644
1238 0.062 0.000 -57.40306008
1239 0.062 0.000 -57.40328323
1240 0.062 0.000 -57.40350588
1241 0.062 0.000 -57.40372802
1242 0.062 0.000 -57.40394965
1243 0.062 0.000 -57.40417078
1244 0.062 0.000 -57.40439138
1245 0.062 0.000 -57.40461147
1246 0.062 0.000 -57.40483104
1247 0.062 0.000 -57.40505009
1248 0.062 0.000 -57.40526860
1249 0.062 0.000 -57.40548659
1250 0.062 0.000 -57.40570405
1251 0.063 0.000 -57.40592096
1252 0.063 0.000 -57.40613734
1253 0.063 0.000 -57.40635318
1254 0.063 0.000 -57.40656847
1255 0.063 0.000 -57.40678321
1256 0.063 0.000 -57.40699740
1257 0.063 0.000 -57.40721103
1258 0.063 0.000 -57.40742411
1259 0.063 0.000 -57.40763662
1260 0.063 0.000 -57.40784857
1261 0.063 0.000 -57.40805995
1262 0.063 0.000 -57.40827076
1263 0.063 0.000 -57.40848100
1264 0.063 0.000 -57.40869066
1265 0.063 0.000 -57.40889975
1266 0.063 0.000 -57.40910825
1267 0.063 0.000 -57.40931616
1268 0.063 0.000 -57.40952348
1269 0.063 0.000 -57.40973022
1270 0.064 0.000 -57.40993635
1271 0.064 0.000 -57.41014189
1272 0.064 0.000 -57.41034683
1273 0.064 0.000 -57.41055117
1274 0.064 0.000 -57.41075489
1275 0.064 0.000 -57.41095801
1276 0.064 0.000 -57.41116052
1277 0.064 0.000 -57.41136240
1278 0.064 0.000 -57.41156367
1279 0.064 0.000 -57.41176432
1280 0.064 0.000 -57.41196434
1281 0.064 0.000 -57.41216374
1282 0.064 0.000 -57.41236250
1283 0.064 0.000 -57.41256063
1284 0.064 0.000 -57.41275812
1285 0.064 0.000 -57.41295497
1286 0.064 0.000 -57.41315117
1287 0.064 0.000 -57.41334674
1288 0.064 0.000 -57.41354165
1289 0.064 0.000 -57.41373591
1290 0.065 0.000 -57.41392952
1291 0.065 0.000 -57.41412246
1292 0.065 0.000 -57.41431475
1293 0.065 0.000 -57.41450637
1294 0.065 0.000 -57.41469733
1295 0.065 0.000 -57.41488762
1296 0.065 0.000 -57.41507723
1297 0.065 0.000 -57.41526617
1298 0.065 0.000 -57.41545443
1299 0.065 0.000 -57.41564201
1300 0.065 0.000 -57.41582890
1301 0.065 0.000 -57.41601511
1302 0.065 0.000 -57.41620063
1303 0.065 0.000 -57.41638545
1304 0.065 0.000 -57.41656958
1305 0.065 0.000 -57.41675301
1306 0.065 0.000 -57.41693574
1307 0.065 0.000 -57.41711776
1308 0.065 0.000 -57.41729908
1309 0.065 0.000 -57.41747968
1310 0.066 0.000 -57.41765958
1311 0.066 0.000 -57.41783875
1312 0.066 0.000 -57.41801721
1313 0.066 0.000 -57.41819495
1314 0.066 0.000 -57.41837196
1315 0.066 0.000 -57.41854824
1316 0.066 0.000 -57.41872380
1317 0.066 0.000 -57.41889862
1318 0.066 0.000 -57.41907270
1319 0.066 0.000 -57.41924605
1320 0.066 0.000 -57.41941866
1321 0.066 0.000 -57.41959052
1322 0.066 0.000 -57.41976163
1323 0.066 0.000 -57.41993199
1324 0.066 0.000 -57.42010161
1325 0.066 0.000 -57.42027046
1326 0.066 0.000 -57.42043856
1327 0.066 0.000 -57.42060589
1328 0.066 0.000 -57.42077247
1329 0.066 0.000 -57.42093827
1330 0.067 0.000 -57.42110331
1331 0.067 0.000 -57.42126757
1332 0.067 0.000 -57.42143106
1333 0.067 0.000 -57.42159378
1334 0.067 0.000 -57.42175571
1335 0.067 0.000 -57.42191686
1336 0.067 0.000 -57.42207722
1337 0.067 0.000 -57.42223679
1338 0.067 0.000 -57.42239557
1339 0.067 0.000 -57.42255356
1340 0.067 0.000 -57.42271076
1341 0.067 0.000 -57.42286715
1342 0.067 0.000 -57.42302274
1343 0.067 0.000 -57.42317752
1344 0.067 0.000 -57.42333150
1345 0.067 0.000 -57.42348467
1346 0.067 0.000 -57.42363702
1347 0.067 0.000 -57.42378856
1348 0.067 0.000 -57.42393929
1349 0.067 0.000 -57.42408919
1350 0.068 0.000 -57.42423826
1351 0.068 0.000 -57.42438651
1352 0.068 0.000 -57.42453393
1353 0.068 0.000 -57.42468052
1354 0.068 0.000 -57.42482628
1355 0.068 0.000 -57.42497120
1356 0.068 0.000 -57.42511528
1357 0.068 0.000 -57.42525852
1358 0.068 0.000 -57.42540091
1359 0.068 0.000 -57.42554246
1360 0.068 0.000 -57.42568315
1361 0.068 0.000 -57.42582300
1362 0.068 0.000 -57.42596199
1363 0.068 0.000 -57.42610012
1364 0.068 0.000 -57.42623739
1365 0.068 0.000 -57.42637379
1366 0.068 0.000 -57.42650934
1367 0.068 0.000 -57.42664401
1368 0.068 0.000 -57.42677782
1369 0.068 0.000 -57.42691075
1370 0.069 0.000 -57.42704280
1371 0.069 0.000 -57.42717398
1372 0.069 0.000 -57.42730428
1373 0.069 0.000 -57.42743369
1374 0.069 0.000 -57.42756222
1375 0.069 0.000 -57.42768986
1376 0.069 0.000 -57.42781661
1377 0.069 0.000 -57.42794246
1378 0.069 0.000 -57.42806742
1379 0.069 0.000 -57.42819148
1380 0.069 0.000 -57.42831464
1381 0.069 0.000 -57.42843690
1382 0.069 0.000 -57.42855825
1383 0.069 0.000 -57.42867870
1384 0.069 0.000 -57.42879823
1385 0.069 0.000 -57.42891685
1386 0.069 0.000 -57.42903455
1387 0.069 0.000 -57.42915134
1388 0.069 0.000 -57.42926720
1389 0.069 0.000 -57.42938215
1390 0.070 0.000 -57.42949616
1391 0.070 0.000 -57.42960925
1392 0.070 0.000 -57.42972141
1393 0.070 0.000 -57.42983264
1394 0.070 0.000 -57.42994293
1395 0.070 0.000 -57.43005228
1396 0.070 0.000 -57.43016070
1397 0.070 0.000 -57.43026817
1398 0.070 0.000 -57.43037470
1399 0.070 0.000 -57.43048028
1400 0.070 0.000 -57.43058491
1401 0.070 0.000 -57.43068858
1402 0.070 0.000 -57.43079131
1403 0.070 0.000 -57.43089308
1404 0.070 0.000 -57.43099389
1405 0.070 0.000 -57.43109374
1406 0.070 0.000 -57.43119262
1407 0.070 0.000 -57.43129054
1408 0.070 0.000 -57.43138749
1409 0.070 0.000 -57.43148347
1410 0.070 0.000 -57.43157848
1411 0.071 0.000 -57.43167251
1412 0.071 0.000 -57.43176556
1413 0.071 0.000 -57.43185764
1414 0.071 0.000 -57.43194873
1415 0.071 0.000 -57.43203884
1416 0.071 0.000 -57.43212796
1417 0.071 0.000 -57.43221610
1418 0.071 0.000 -57.43230324
1419 0.071 0.000 -57.43238939
1420 0.071 0.000 -57.43247454
1421 0.071 0.000 -57.43255869
1422 0.071 0.000 -57.43264185
1423 0.071 0.000 -57.43272400
1424 0.071 0.000 -57.43280515
1425 0.071 0.000 -57.43288529
1426 0.071 0.000 -57.43296442
1427 0.071 0.000 -57.43304254
1428 0.071 0.000 -57.43311965
1429 0.071 0.000 -57.43319574
1430 0.071 0.000 -57.43327082
1431 0.072 0.000 -57.43334487
1432 0.072 0.000 -57.43341790
1433 0.072 0.000 -57.43348991
1434 0.072 0.000 -57.43356089
1435 0.072 0.000 -57.43363084
1436 0.072 0.000 -57.43369976
1437 0.072 0.000 -57.43376765
1438 0.072 0.000 -57.43383450
1439 0.072 0.000 -57.43390032
1440 0.072 0.000 -57.43396510
1441 0.072 0.000 -57.43402883
1442 0.072 0.000 -57.43409152
1443 0.072 0.000 -57.43415317
1444 0.072 0.000 -57.43421377
1445 0.072 0.000 -57.43427331
1446 0.072 0.000 -57.43433181
1447 0.072 0.000 -57.43438925
1448 0.072 0.000 -57.43444563
1449 0.072 0.000 -57.43450096
1450 0.072 0.000 -57.43455523
1451 0.073 0.000 -57.43460843
1452 0.073 0.000 -57.43466057
1453 0.073 0.000 -57.43471164
1454 0.073 0.000 -57.43476165
1455 0.073 0.000 -57.43481058
1456 0.073 0.000 -57.43485844
1457 0.073 0.000 -57.43490523
1458 0.073 0.000 -57.43495094
1459 0.073 0.000 -57.43499557
1460 0.073 0.000 -57.43503912
1461 0.073 0.000 -57.43508159
1462 0.073 0.000 -57.43512297
1463 0.073 0.000 -57.43516327
1464 0.073 0.000 -57.43520248
1465 0.073 0.000 -57.43524059
1466 0.073 0.000 -57.43527762
1467 0.073 0.000 -57.43531355
1468 0.073 0.000 -57.43534838
1469 0.073 0.000 -57.43538212
1470 0.073 0.000 -57.43541475
1471 0.074 0.000 -57.43544628
1472 0.074 0.000 -57.43547671
1473 0.074 0.000 -57.43550603
1474 0.074 0.000 -57.43553425
1475 0.074 0.000 -57.43556135
1476 0.074 0.000 -57.43558735
1477 0.074 0.000 -57.43561223
1478 0.074 0.000 -57.43563599
1479 0.074 0.000 -57.43565863
1480 0.074 0.000 -57.43568016
1481 0.074 0.000 -57.43570057
1482 0.074 0.000 -57.43571985
1483 0.074 0.000 -57.43573801
1484 0.074 0.000 -57.43575504
1485 0.074 0.000 -57.43577094
1486 0.074 0.000 -57.43578571
1487 0.074 0.000 -57.43579935
1488 0.074 0.000 -57.43581186
1489 0.074 0.000 -57.43582323
1490 0.074 0.000 -57.43583346
1491 0.075 0.000 -57.43584255
1492 0.075 0.000 -57.43585050
1493 0.075 0.000 -57.43585731
1494 0.075 0.000 -57.43586297
1495 0.075 0.000 -57.43586749
1496 0.075 0.000 -57.43587086
1497 0.075 0.000 -57.43587308
1498 0.075 0.000 -57.43587414
1499 0.075 0.000 -57.43587405
1500 0.075 0.000 -57.43587281
1501 0.075 0.000 -57.43587041
1502 0.075 0.000 -57.43586685
1503 0.075 0.000 -57.43586213
1504 0.075 0.000 -57.43585625
1505 0.075 0.000 -57.43584921
1506 0.075 0.000 -57.43584100
1507 0.075 0.000 -57.43583162
1508 0.075 0.000 -57.43582107
1509 0.075 0.000 -57.43580935
1510 0.075 0.000 -57.43579646
1511 0.076 0.000 -57.43578240
1512 0.076 0.000 -57.43576716
1513 0.076 0.000 -57.43575074
1514 0.076 0.000 -57.43573315
1515 0.076 0.000 -57.43571437
1516 0.076 0.000 -57.43569441
1517 0.076 0.000 -57.43567327
1518 0.076 0.000 -57.43565094
1519 0.076 0.000 -57.43562743
1520 0.076 0.000 -57.43560272
1521 0.076 0.000 -57.43557683
1522 0.076 0.000 -57.43554974
1523 0.076 0.000 -57.43552146
1524 0.076 0.000 -57.43549199
1525 0.076 0.000 -57.43546132
1526 0.076 0.000 -57.43542945
1527 0.076 0.000 -57.43539638
1528 0.076 0.000 -57.43536211
1529 0.076 0.000 -57.43532664
1530 0.076 0.000 -57.43528996
1531 0.077 0.000 -57.43525208
1532 0.077 0.000 -57.43521299
1533 0.077 0.000 -57.43517269
1534 0.077 0.000 -57.43513118
1535 0.077 0.000 -57.43508846
